nivå,regionnummer,regionnavn,fylkesnummer,fylkesnavn,gyldig_fra,gyldig_til,er_gjeldende
kommune,1934,Tromsøysund,19,Tromsø amt,1867-01-01,1964-01-01,false
kommune,1935,Helgøy,19,Tromsø amt,1887-01-01,1964-01-01,false
kommune,1936,Karlsøy,19,Troms,1867-01-01,2020-01-01,false
kommune,1937,Sørfjord,19,Tromsø amt,1902-01-01,1938-01-01,false
kommune,1937,Ullsfjord,19,Troms,1938-01-01,1964-01-01,false
kommune,1938,Lyngen,19,Troms,1867-01-01,2020-01-01,false
kommune,1939,Storfjord,19,Troms,1930-01-01,2015-01-01,false
kommune,1939,Storfjord,19,Troms,2015-01-01,2020-01-01,false
kommune,1940,Kåfjord,19,Troms,1930-01-01,1995-01-01,false
kommune,1940,Gáivuotna,19,Troms,1995-01-01,2018-01-01,false
kommune,1940,Gáivuotna,19,Troms,2018-01-01,2020-01-01,false
kommune,1941,Skjervøy,19,Troms,1867-01-01,2020-01-01,false
kommune,1942,Nordreisa,19,Troms,1886-01-01,2019-01-01,false
kommune,1942,Nordreisa,19,Troms,2019-01-01,2020-01-01,false
kommune,1943,Kvænangen,19,Troms,1867-01-01,2020-01-01,false
kommune,2001,Hammerfest by og landsogn,20,Finnmarkens amt,1838-01-01,1852-01-01,false
kommune,2001,Hammerfest by,20,Finnmarkens amt,1852-01-01,1992-01-01,false
kommune,2002,Vardø,20,Finnmarkens amt,1838-01-01,2020-01-01,false
kommune,2003,Vadsø,20,Finnmarkens amt,1838-01-01,2020-01-01,false
kommune,2004,Hammerfest,20,Finnmark,1992-01-01,2019-01-01,false
kommune,2004,Hammerfest,20,Finnmark,2019-01-01,2020-01-01,false
kommune,2011,Kautokeino,20,Finnmarkens amt,1851-01-01,1988-01-01,false
kommune,2011,Guovdageaidnu,20,Finnmark,1988-01-01,2020-01-01,false
kommune,2012,Alten-Talvik,20,Finnmarkens amt,1838-01-01,1863-01-01,false
kommune,2012,Alta,20,Finnmarkens amt,1863-01-01,2020-01-01,false
kommune,2013,Talvik,20,Finnmarkens amt,1863-01-01,1964-01-01,false
kommune,2014,Loppa,20,Finnmarkens amt,1838-01-01,2020-01-01,false
kommune,2015,Hasvik,20,Finnmarkens amt,1853-01-01,2020-01-01,false
kommune,2016,Hammerfest landdistrikt,20,Finnmarkens amt,1852-01-01,1870-01-01,false
kommune,2016,Sørøysund,20,Finnmarkens amt,1870-01-01,1992-01-01,false
kommune,2017,Kvalsund,20,Finnmarkens amt,1870-01-01,2020-01-01,false
kommune,2018,Måsøy,20,Finnmarkens amt,1839-01-01,2020-01-01,false
kommune,2019,Kjelvik,20,Finnmarkens amt,1861-01-01,1950-01-01,false
kommune,2019,Nordkapp,20,Finnmark,1950-01-01,2020-01-01,false
kommune,2020,Kistrand,20,Finnmarkens amt,1838-01-01,1964-01-01,false
kommune,2020,Porsanger,20,Finnmark,1964-01-01,2004-01-01,false
kommune,2020,Porsanger,20,Finnmark,2004-01-01,2020-01-01,false
kommune,2021,Karasjok,20,Finnmarkens amt,1866-01-01,1991-01-01,false
kommune,2021,Kárášjohka,20,Finnmark,1991-01-01,2020-01-01,false
kommune,2022,Lebesby,20,Finnmarkens amt,1838-01-01,2020-01-01,false
kommune,2023,Gamvik,20,Finnmarkens amt,1914-01-01,2020-01-01,false
kommune,2024,Målselv,20,Finnmarkens amt,1848-01-01,1867-01-01,false
kommune,2024,Berlevåg,20,Finnmarkens amt,1914-01-01,2020-01-01,false
kommune,2025,Tana,20,Finnmarkens amt,1864-01-01,1993-01-01,false
kommune,2025,Deatnu,20,Finnmark,1993-01-01,2020-01-01,false
kommune,2026,Polmak,20,Finnmarkens amt,1903-01-01,1964-01-01,false
kommune,2027,Nesseby,20,Finnmarkens amt,1847-01-01,1858-01-01,false
kommune,2027,Nesseby,20,Finnmarkens amt,1864-01-01,1990-01-01,false
kommune,2027,Unjárga,20,Finnmark,1990-01-01,2020-01-01,false
kommune,2028,Vardø landsogn,20,Finnmarkens amt,1869-01-01,1955-01-01,false
kommune,2028,Båtsfjord,20,Finnmark,1955-01-01,2020-01-01,false
kommune,2029,Nord-Varanger,20,Finnmarkens amt,1894-01-01,1964-01-01,false
kommune,2030,Sør-Varanger,20,Finnmarkens amt,1859-01-01,2020-01-01,false
kommune,2031,Lenvik,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2032,Hillesøy,20,Finnmarkens amt,1855-01-01,1867-01-01,false
kommune,2033,Balsfjord,20,Finnmarkens amt,1860-01-01,1867-01-01,false
kommune,2034,Tromsøysund,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2035,Tromsø,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2037,Bardu,20,Finnmarkens amt,1854-01-01,1867-01-01,false
kommune,2038,Lyngen,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2039,Ibestad,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2041,Skjervøy,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2043,Kvænangen,20,Finnmarkens amt,1863-01-01,1867-01-01,false
kommune,2045,Kvæfjord,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2047,Trondenes,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2049,Sand (Troms),20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2051,Tranøy,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2053,Berg (Troms),20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,2055,Karlsøy,20,Finnmarkens amt,1838-01-01,1867-01-01,false
kommune,3001,Halden,30,Viken,2020-01-01,2024-01-01,false
kommune,3002,Moss,30,Viken,2020-01-01,2024-01-01,false
kommune,3003,Sarpsborg,30,Viken,2020-01-01,2024-01-01,false
kommune,3004,Fredrikstad,30,Viken,2020-01-01,2024-01-01,false
kommune,3005,Drammen,30,Viken,2020-01-01,2024-01-01,false
kommune,3006,Kongsberg,30,Viken,2020-01-01,2024-01-01,false
kommune,3007,Ringerike,30,Viken,2020-01-01,2024-01-01,false
kommune,3011,Hvaler,30,Viken,2020-01-01,2024-01-01,false
kommune,3012,Aremark,30,Viken,2020-01-01,2024-01-01,false
kommune,3013,Marker,30,Viken,2020-01-01,2024-01-01,false
kommune,3014,Indre Østfold,30,Viken,2020-01-01,2024-01-01,false
kommune,3015,Skiptvet,30,Viken,2020-01-01,2024-01-01,false
kommune,3016,Rakkestad,30,Viken,2020-01-01,2024-01-01,false
kommune,3017,Råde,30,Viken,2020-01-01,2024-01-01,false
kommune,3018,Våler (Viken),30,Viken,2020-01-01,2024-01-01,false
kommune,3019,Vestby,30,Viken,2020-01-01,2024-01-01,false
kommune,3020,Nordre Follo,30,Viken,2020-01-01,2024-01-01,false
kommune,3021,Ås,30,Viken,2020-01-01,2024-01-01,false
kommune,3022,Frogn,30,Viken,2020-01-01,2024-01-01,false
kommune,3023,Nesodden,30,Viken,2020-01-01,2024-01-01,false
kommune,3024,Bærum,30,Viken,2020-01-01,2024-01-01,false
kommune,3025,Asker,30,Viken,2020-01-01,2024-01-01,false
kommune,3026,Aurskog-Høland,30,Viken,2020-01-01,2024-01-01,false
kommune,3027,Rælingen,30,Viken,2020-01-01,2024-01-01,false
kommune,3028,Enebakk,30,Viken,2020-01-01,2024-01-01,false
kommune,3029,Lørenskog,30,Viken,2020-01-01,2024-01-01,false
kommune,3030,Lillestrøm,30,Viken,2020-01-01,2024-01-01,false
kommune,3031,Nittedal,30,Viken,2020-01-01,2024-01-01,false
kommune,3032,Gjerdrum,30,Viken,2020-01-01,2024-01-01,false
kommune,3033,Ullensaker,30,Viken,2020-01-01,2024-01-01,false
kommune,3034,Nes,30,Viken,2020-01-01,2024-01-01,false
kommune,3035,Eidsvoll,30,Viken,2020-01-01,2024-01-01,false
kommune,3036,Nannestad,30,Viken,2020-01-01,2024-01-01,false
kommune,3037,Hurdal,30,Viken,2020-01-01,2024-01-01,false
kommune,3038,Hole,30,Viken,2020-01-01,2024-01-01,false
kommune,3039,Flå,30,Viken,2020-01-01,2024-01-01,false
kommune,3040,Nesbyen,30,Viken,2020-01-01,2024-01-01,false
kommune,3041,Gol,30,Viken,2020-01-01,2024-01-01,false
kommune,3042,Hemsedal,30,Viken,2020-01-01,2024-01-01,false
kommune,3043,Ål,30,Viken,2020-01-01,2024-01-01,false
kommune,3044,Hol,30,Viken,2020-01-01,2024-01-01,false
kommune,3045,Sigdal,30,Viken,2020-01-01,2024-01-01,false
kommune,3046,Krødsherad,30,Viken,2020-01-01,2024-01-01,false
kommune,3047,Modum,30,Viken,2020-01-01,2024-01-01,false
kommune,3048,Øvre Eiker,30,Viken,2020-01-01,2024-01-01,false
kommune,3049,Lier,30,Viken,2020-01-01,2024-01-01,false
kommune,3050,Flesberg,30,Viken,2020-01-01,2024-01-01,false
kommune,3051,Rollag,30,Viken,2020-01-01,2024-01-01,false
kommune,3052,Nore og Uvdal,30,Viken,2020-01-01,2024-01-01,false
kommune,3053,Jevnaker,30,Viken,2020-01-01,2024-01-01,false
kommune,3054,Lunner,30,Viken,2020-01-01,2024-01-01,false
kommune,3101,Halden,31,Østfold,2024-01-01,,true
kommune,3103,Moss,31,Østfold,2024-01-01,,true
kommune,3105,Sarpsborg,31,Østfold,2024-01-01,,true
kommune,3107,Fredrikstad,31,Østfold,2024-01-01,,true
kommune,3110,Hvaler,31,Østfold,2024-01-01,,true
kommune,3112,Råde,31,Østfold,2024-01-01,,true
kommune,3114,Våler (Østfold),31,Østfold,2024-01-01,,true
kommune,3116,Skiptvet,31,Østfold,2024-01-01,,true
kommune,3118,Indre Østfold,31,Østfold,2024-01-01,,true
kommune,3120,Rakkestad,31,Østfold,2024-01-01,,true
kommune,3122,Marker,31,Østfold,2024-01-01,,true
kommune,3124,Aremark,31,Østfold,2024-01-01,,true
kommune,3201,Bærum,32,Akershus,2024-01-01,,true
kommune,3203,Asker,32,Akershus,2024-01-01,,true
kommune,3205,Lillestrøm,32,Akershus,2024-01-01,,true
kommune,3207,Nordre Follo,32,Akershus,2024-01-01,,true
kommune,3209,Ullensaker,32,Akershus,2024-01-01,,true
kommune,3212,Nesodden,32,Akershus,2024-01-01,,true
kommune,3214,Frogn,32,Akershus,2024-01-01,,true
kommune,3216,Vestby,32,Akershus,2024-01-01,,true
kommune,3218,Ås,32,Akershus,2024-01-01,,true
kommune,3220,Enebakk,32,Akershus,2024-01-01,,true
kommune,3222,Lørenskog,32,Akershus,2024-01-01,,true
kommune,3224,Rælingen,32,Akershus,2024-01-01,,true
kommune,3226,Aurskog-Høland,32,Akershus,2024-01-01,,true
kommune,3228,Nes,32,Akershus,2024-01-01,,true
kommune,3230,Gjerdrum,32,Akershus,2024-01-01,,true
kommune,3232,Nittedal,32,Akershus,2024-01-01,,true
kommune,3234,Lunner,32,Akershus,2024-01-01,,true
kommune,3236,Jevnaker,32,Akershus,2024-01-01,,true
kommune,3238,Nannestad,32,Akershus,2024-01-01,,true
kommune,3240,Eidsvoll,32,Akershus,2024-01-01,,true
kommune,3242,Hurdal,32,Akershus,2024-01-01,,true
kommune,3301,Drammen,33,Buskerud,2024-01-01,,true
kommune,3303,Kongsberg,33,Buskerud,2024-01-01,,true
kommune,3305,Ringerike,33,Buskerud,2024-01-01,,true
kommune,3310,Hole,33,Buskerud,2024-01-01,,true
kommune,3312,Lier,33,Buskerud,2024-01-01,,true
kommune,3314,Øvre Eiker,33,Buskerud,2024-01-01,,true
kommune,3316,Modum,33,Buskerud,2024-01-01,,true
kommune,3318,Krødsherad,33,Buskerud,2024-01-01,,true
kommune,3320,Flå,33,Buskerud,2024-01-01,,true
kommune,3322,Nesbyen,33,Buskerud,2024-01-01,,true
kommune,3324,Gol,33,Buskerud,2024-01-01,,true
kommune,3326,Hemsedal,33,Buskerud,2024-01-01,,true
kommune,3328,Ål,33,Buskerud,2024-01-01,,true
kommune,3330,Hol,33,Buskerud,2024-01-01,,true
kommune,3332,Sigdal,33,Buskerud,2024-01-01,,true
kommune,3334,Flesberg,33,Buskerud,2024-01-01,,true
kommune,3336,Rollag,33,Buskerud,2024-01-01,,true
kommune,3338,Nore og Uvdal,33,Buskerud,2024-01-01,,true
kommune,3401,Kongsvinger,34,Innlandet,2020-01-01,,true
kommune,3403,Hamar,34,Innlandet,2020-01-01,,true
kommune,3405,Lillehammer,34,Innlandet,2020-01-01,,true
kommune,3407,Gjøvik,34,Innlandet,2020-01-01,,true
kommune,3411,Ringsaker,34,Innlandet,2020-01-01,,true
kommune,3412,Løten,34,Innlandet,2020-01-01,,true
kommune,3413,Stange,34,Innlandet,2020-01-01,,true
kommune,3414,Nord-Odal,34,Innlandet,2020-01-01,,true
kommune,3415,Sør-Odal,34,Innlandet,2020-01-01,,true
kommune,3416,Eidskog,34,Innlandet,2020-01-01,,true
kommune,3417,Grue,34,Innlandet,2020-01-01,,true
kommune,3418,Åsnes,34,Innlandet,2020-01-01,,true
kommune,3419,Våler (Innlandet),34,Innlandet,2020-01-01,,true
kommune,3420,Elverum,34,Innlandet,2020-01-01,,true
kommune,3421,Trysil,34,Innlandet,2020-01-01,,true
kommune,3422,Åmot,34,Innlandet,2020-01-01,,true
kommune,3423,Stor-Elvdal,34,Innlandet,2020-01-01,,true
kommune,3424,Rendalen,34,Innlandet,2020-01-01,,true
kommune,3425,Engerdal,34,Innlandet,2020-01-01,,true
kommune,3426,Tolga,34,Innlandet,2020-01-01,,true
kommune,3427,Tynset,34,Innlandet,2020-01-01,,true
kommune,3428,Alvdal,34,Innlandet,2020-01-01,,true
kommune,3429,Folldal,34,Innlandet,2020-01-01,,true
kommune,3430,Os,34,Innlandet,2020-01-01,,true
kommune,3431,Dovre,34,Innlandet,2020-01-01,,true
kommune,3432,Lesja,34,Innlandet,2020-01-01,,true
kommune,3433,Skjåk,34,Innlandet,2020-01-01,,true
kommune,3434,Lom,34,Innlandet,2020-01-01,,true
kommune,3435,Vågå,34,Innlandet,2020-01-01,,true
kommune,3436,Nord-Fron,34,Innlandet,2020-01-01,,true
kommune,3437,Sel,34,Innlandet,2020-01-01,,true
kommune,3438,Sør-Fron,34,Innlandet,2020-01-01,,true
kommune,3439,Ringebu,34,Innlandet,2020-01-01,,true
kommune,3440,Øyer,34,Innlandet,2020-01-01,,true
kommune,3441,Gausdal,34,Innlandet,2020-01-01,,true
kommune,3442,Østre Toten,34,Innlandet,2020-01-01,,true
kommune,3443,Vestre Toten,34,Innlandet,2020-01-01,,true
kommune,3446,Gran,34,Innlandet,2020-01-01,,true
kommune,3447,Søndre Land,34,Innlandet,2020-01-01,,true
kommune,3448,Nordre Land,34,Innlandet,2020-01-01,,true
kommune,3449,Sør-Aurdal,34,Innlandet,2020-01-01,,true
kommune,3450,Etnedal,34,Innlandet,2020-01-01,,true
kommune,3451,Nord-Aurdal,34,Innlandet,2020-01-01,,true
kommune,3452,Vestre Slidre,34,Innlandet,2020-01-01,,true
kommune,3453,Øystre Slidre,34,Innlandet,2020-01-01,,true
kommune,3454,Vang,34,Innlandet,2020-01-01,,true
kommune,3801,Horten,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3802,Holmestrand,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3803,Tønsberg,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3804,Sandefjord,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3805,Larvik,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3806,Porsgrunn,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3807,Skien,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3808,Notodden,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3811,Færder,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3812,Siljan,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3813,Bamble,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3814,Kragerø,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3815,Drangedal,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3816,Nome,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3817,Midt-Telemark,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3818,Tinn,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3819,Hjartdal,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3820,Seljord,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3821,Kviteseid,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3822,Nissedal,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3823,Fyresdal,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3824,Tokke,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3825,Vinje,38,Vestfold og Telemark,2020-01-01,2024-01-01,false
kommune,3901,Horten,39,Vestfold,2024-01-01,,true
kommune,3903,Holmestrand,39,Vestfold,2024-01-01,,true
kommune,3905,Tønsberg,39,Vestfold,2024-01-01,,true
kommune,3907,Sandefjord,39,Vestfold,2024-01-01,,true
kommune,3909,Larvik,39,Vestfold,2024-01-01,,true
kommune,3911,Færder,39,Vestfold,2024-01-01,,true
kommune,4001,Porsgrunn,40,Telemark,2024-01-01,,true
kommune,4003,Skien,40,Telemark,2024-01-01,,true
kommune,4005,Notodden,40,Telemark,2024-01-01,,true
kommune,4010,Siljan,40,Telemark,2024-01-01,,true
kommune,4012,Bamble,40,Telemark,2024-01-01,,true
kommune,4014,Kragerø,40,Telemark,2024-01-01,,true
kommune,4016,Drangedal,40,Telemark,2024-01-01,,true
kommune,4018,Nome,40,Telemark,2024-01-01,,true
kommune,4020,Midt-Telemark,40,Telemark,2024-01-01,,true
kommune,4022,Seljord,40,Telemark,2024-01-01,,true
kommune,4024,Hjartdal,40,Telemark,2024-01-01,,true
kommune,4026,Tinn,40,Telemark,2024-01-01,,true
kommune,4028,Kviteseid,40,Telemark,2024-01-01,,true
kommune,4030,Nissedal,40,Telemark,2024-01-01,,true
kommune,4032,Fyresdal,40,Telemark,2024-01-01,,true
kommune,4034,Tokke,40,Telemark,2024-01-01,,true
kommune,4036,Vinje,40,Telemark,2024-01-01,,true
kommune,4201,Risør,42,Agder,2020-01-01,,true
kommune,4202,Grimstad,42,Agder,2020-01-01,,true
kommune,4203,Arendal,42,Agder,2020-01-01,,true
kommune,4204,Kristiansand,42,Agder,2020-01-01,,true
kommune,4205,Lindesnes,42,Agder,2020-01-01,,true
kommune,4206,Farsund,42,Agder,2020-01-01,,true
kommune,4207,Flekkefjord,42,Agder,2020-01-01,,true
kommune,4211,Gjerstad,42,Agder,2020-01-01,,true
kommune,4212,Vegårshei,42,Agder,2020-01-01,,true
kommune,4213,Tvedestrand,42,Agder,2020-01-01,,true
kommune,4214,Froland,42,Agder,2020-01-01,,true
kommune,4215,Lillesand,42,Agder,2020-01-01,,true
kommune,4216,Birkenes,42,Agder,2020-01-01,,true
kommune,4217,Åmli,42,Agder,2020-01-01,,true
kommune,4218,Iveland,42,Agder,2020-01-01,,true
kommune,4219,Evje og Hornnes,42,Agder,2020-01-01,,true
kommune,4220,Bygland,42,Agder,2020-01-01,,true
kommune,4221,Valle,42,Agder,2020-01-01,,true
kommune,4222,Bykle,42,Agder,2020-01-01,,true
kommune,4223,Vennesla,42,Agder,2020-01-01,,true
kommune,4224,Åseral,42,Agder,2020-01-01,,true
kommune,4225,Lyngdal,42,Agder,2020-01-01,,true
kommune,4226,Hægebostad,42,Agder,2020-01-01,,true
kommune,4227,Kvinesdal,42,Agder,2020-01-01,,true
kommune,4228,Sirdal,42,Agder,2020-01-01,,true
kommune,4601,Bergen,46,Vestland,2020-01-01,,true
kommune,4602,Kinn,46,Vestland,2020-01-01,,true
kommune,4611,Etne,46,Vestland,2020-01-01,,true
kommune,4612,Sveio,46,Vestland,2020-01-01,,true
kommune,4613,Bømlo,46,Vestland,2020-01-01,,true
kommune,4614,Stord,46,Vestland,2020-01-01,,true
kommune,4615,Fitjar,46,Vestland,2020-01-01,,true
kommune,4616,Tysnes,46,Vestland,2020-01-01,,true
kommune,4617,Kvinnherad,46,Vestland,2020-01-01,,true
kommune,4618,Ullensvang,46,Vestland,2020-01-01,,true
kommune,4619,Eidfjord,46,Vestland,2020-01-01,,true
kommune,4620,Ulvik,46,Vestland,2020-01-01,,true
kommune,4621,Voss,46,Vestland,2020-01-01,,true
kommune,4622,Kvam,46,Vestland,2020-01-01,,true
kommune,4623,Samnanger,46,Vestland,2020-01-01,,true
kommune,4624,Bjørnafjorden,46,Vestland,2020-01-01,,true
kommune,4625,Austevoll,46,Vestland,2020-01-01,,true
kommune,4626,Øygarden,46,Vestland,2020-01-01,,true
kommune,4627,Askøy,46,Vestland,2020-01-01,,true
kommune,4628,Vaksdal,46,Vestland,2020-01-01,,true
kommune,4629,Modalen,46,Vestland,2020-01-01,,true
kommune,4630,Osterøy,46,Vestland,2020-01-01,,true
kommune,4631,Alver,46,Vestland,2020-01-01,,true
kommune,4632,Austrheim,46,Vestland,2020-01-01,,true
kommune,4633,Fedje,46,Vestland,2020-01-01,,true
kommune,4634,Masfjorden,46,Vestland,2020-01-01,,true
kommune,4635,Gulen,46,Vestland,2020-01-01,,true
kommune,4636,Solund,46,Vestland,2020-01-01,,true
kommune,4637,Hyllestad,46,Vestland,2020-01-01,,true
kommune,4638,Høyanger,46,Vestland,2020-01-01,,true
kommune,4639,Vik,46,Vestland,2020-01-01,,true
kommune,4640,Sogndal,46,Vestland,2020-01-01,,true
kommune,4641,Aurland,46,Vestland,2020-01-01,,true
kommune,4642,Lærdal,46,Vestland,2020-01-01,,true
kommune,4643,Årdal,46,Vestland,2020-01-01,,true
kommune,4644,Luster,46,Vestland,2020-01-01,,true
kommune,4645,Askvoll,46,Vestland,2020-01-01,,true
kommune,4646,Fjaler,46,Vestland,2020-01-01,,true
kommune,4647,Sunnfjord,46,Vestland,2020-01-01,,true
kommune,4648,Bremanger,46,Vestland,2020-01-01,,true
kommune,4649,Stad,46,Vestland,2020-01-01,,true
kommune,4650,Gloppen,46,Vestland,2020-01-01,,true
kommune,4651,Stryn,46,Vestland,2020-01-01,,true
kommune,5001,Trondheim,50,Trøndelag,2018-01-01,2023-01-01,false
kommune,5001,Trondheim,50,Trøndelag,2023-01-01,,true
kommune,5004,Steinkjer,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5005,Namsos,50,Trøndelag,2018-01-01,2019-01-01,false
kommune,5005,Namsos,50,Trøndelag,2019-01-01,2020-01-01,false
kommune,5006,Steinkjer,50,Trøndelag,2020-01-01,,true
kommune,5007,Namsos,50,Trøndelag,2020-01-01,,true
kommune,5011,Hemne,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5012,Snillfjord,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5013,Hitra,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5014,Frøya,50,Trøndelag,2018-01-01,,true
kommune,5015,Ørland,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5016,Agdenes,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5017,Bjugn,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5018,Åfjord,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5019,Roan,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5020,Osen,50,Trøndelag,2018-01-01,,true
kommune,5021,Oppdal,50,Trøndelag,2018-01-01,,true
kommune,5022,Rennebu,50,Trøndelag,2018-01-01,,true
kommune,5023,Meldal,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5024,Orkdal,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5025,Røros,50,Trøndelag,2018-01-01,2023-01-01,false
kommune,5025,Røros,50,Trøndelag,2023-01-01,,true
kommune,5026,Holtålen,50,Trøndelag,2018-01-01,,true
kommune,5027,Midtre Gauldal,50,Trøndelag,2018-01-01,,true
kommune,5028,Melhus,50,Trøndelag,2018-01-01,,true
kommune,5029,Skaun,50,Trøndelag,2018-01-01,,true
kommune,5030,Klæbu,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5031,Malvik,50,Trøndelag,2018-01-01,,true
kommune,5032,Selbu,50,Trøndelag,2018-01-01,,true
kommune,5033,Tydal,50,Trøndelag,2018-01-01,,true
kommune,5034,Meråker,50,Trøndelag,2018-01-01,,true
kommune,5035,Stjørdal,50,Trøndelag,2018-01-01,,true
kommune,5036,Frosta,50,Trøndelag,2018-01-01,,true
kommune,5037,Levanger,50,Trøndelag,2018-01-01,2024-01-01,false
kommune,5037,Levanger,50,Trøndelag,2024-01-01,,true
kommune,5038,Verdal,50,Trøndelag,2018-01-01,,true
kommune,5039,Verran,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5040,Namdalseid,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5041,Snåase,50,Trøndelag,2018-01-01,,true
kommune,5042,Lierne,50,Trøndelag,2018-01-01,,true
kommune,5043,Raarvihke,50,Trøndelag,2018-01-01,,true
kommune,5044,Namsskogan,50,Trøndelag,2018-01-01,,true
kommune,5045,Grong,50,Trøndelag,2018-01-01,,true
kommune,5046,Høylandet,50,Trøndelag,2018-01-01,,true
kommune,5047,Overhalla,50,Trøndelag,2018-01-01,,true
kommune,5048,Fosnes,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5049,Flatanger,50,Trøndelag,2018-01-01,,true
kommune,5050,Vikna,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5051,Nærøy,50,Trøndelag,2018-01-01,2020-01-01,false
kommune,5052,Leka,50,Trøndelag,2018-01-01,,true
kommune,5053,Inderøy,50,Trøndelag,2018-01-01,,true
kommune,5054,Indre Fosen,50,Trøndelag,2018-01-01,,true
kommune,5055,Heim,50,Trøndelag,2020-01-01,,true
kommune,5056,Hitra,50,Trøndelag,2020-01-01,,true
kommune,5057,Ørland,50,Trøndelag,2020-01-01,,true
kommune,5058,Åfjord,50,Trøndelag,2020-01-01,,true
kommune,5059,Orkland,50,Trøndelag,2020-01-01,,true
kommune,5060,Nærøysund,50,Trøndelag,2020-01-01,,true
kommune,5061,Rindal,50,Trøndelag,2019-01-01,,true
kommune,5401,Tromsø,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5402,Harstad,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5403,Alta,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5404,Vardø,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5405,Vadsø,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5406,Hammerfest,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5411,Kvæfjord,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5412,Dielddanuorri,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5413,Ibestad,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5414,Gratangen,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5415,Loabák,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5416,Bardu,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5417,Salangen,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5418,Målselv,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5419,Sørreisa,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5420,Dyrøy,54,Troms og Finnmark,2020-01-01,2024-01-01,false
kommune,5421,Senja,54,Troms og Finnmark,2020-01-01,2024-01-01,false
